cantidad_solicitada,n_solicitado,modelo,prompt_id,prompt_corto,id,producto,categoria,resena,sentimiento,largo_palabras,archivo_origen,metodo_extraccion
10,10,llama3.2:1b,prompt_3_hogar,Hogar,4,Lavarolla,Hogar,"Esto es fantástico, muy fácil de usar y limpiar sin preocuparme por las gotes.",NEUTRO,14,results\llama3.2_1b_prompt_3_hogar_10gen.txt,json_reparado_por_objetos
10,10,llama3.2:1b,prompt_3_hogar,Hogar,5,Fideos caseros,Comida,"Me encanta este fideo, es rico y delicioso de comer solo",NEUTRO,11,results\llama3.2_1b_prompt_3_hogar_10gen.txt,json_reparado_por_objetos
10,10,llama3.2:1b,prompt_3_hogar,Hogar,6,Cuchara de madera,Hogar,"Esto es un regalo perfecto, muy elegante y duradero.",NEUTRO,9,results\llama3.2_1b_prompt_3_hogar_10gen.txt,json_reparado_por_objetos
10,10,llama3.2:1b,prompt_3_hogar,Hogar,7,Taza de café,Comida,"Me encanta este tazón para café, es muy estiloso y delicioso de comer al aire libre.",NEUTRO,16,results\llama3.2_1b_prompt_3_hogar_10gen.txt,json_reparado_por_objetos
10,10,llama3.2:1b,prompt_3_hogar,Hogar,8,Cuchillo de carbono,Hogar,"Esto es fantástico, muy rápido de cortar y fácil de limpiar.",NEUTRO,11,results\llama3.2_1b_prompt_3_hogar_10gen.txt,json_reparado_por_objetos
10,10,llama3.2:1b,prompt_3_hogar,Hogar,9,Pan de molde,Comida,"Me encanta este pan para tostado, es delicioso y seguro para comer casero.",POSITIVO,13,results\llama3.2_1b_prompt_3_hogar_10gen.txt,json_reparado_por_objetos
10,10,llama3.2:1b,prompt_3_hogar,Hogar,10,Jugo de naranja,Comida,"Me encanta este jugo, es tan delicioso y saludable para tomar antes de ir a la cama.",NEUTRO,17,results\llama3.2_1b_prompt_3_hogar_10gen.txt,json_reparado_por_objetos
20,20,llama3.2:1b,prompt_3_hogar,Hogar,1,Fogonete electrico de cocina,electrico,Me encanta el fogonete electrico de cocina que me ha ayudado a cocinar con facilidad y ahorrar energía. El modelo es muy adecuado para mi tamaño de cocina.,NO_IDENTIFICADO,28,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,2,Sopas en hielo,sacos,"Me gusta los sopas en hielo, es una excelente opción para una cena ligera y nutritiva. La calidad del sabor es excelente.",POSITIVO,22,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,3,Cerámica para servir,ceramica,"La cerámica es muy buena para servir, no se deforma fácilmente y tiene un buen color. Me encanta el estilo y la calidad.",POSITIVO,23,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,4,Lavadora inalámbrica,inalámbrico,"Me encanta la lavadora inalámbrica, es rápida y eficiente. La pantalla de display es muy útil para ver qué se está haciendo durante el ciclo.",POSITIVO,25,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,5,Sistema de cocineta,cocineta,"Me gusta el sistema de cocineta, es muy intuitivo y fácil de usar. La calidad del material es excelente.",POSITIVO,19,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,6,Papas arrugadas,salsas,Las papas arrugadas son una excelente opción para un plato ligero y delicioso. La calidad del sabor es excelente.,POSITIVO,19,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,7,Mantel de TV,manteles,"Me encanta el mantel de TV, es muy elegante y tiene un buen ajuste. La calidad del material es excelente.",POSITIVO,20,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,8,Lámpara LED,lápiz,"Me gusta la lámpara LED, es muy segura y tiene un buen brillo. La calidad del material es excelente.",POSITIVO,19,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,9,Libros de cocina,libros,"Me encanta los libros de cocina, son una excelente opción para aprender a cocinar. La calidad del contenido es excelente.",POSITIVO,20,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,10,Cafetera,cafeteras,"Me gusta la cafetera, es muy fácil de usar y tiene un buen sabor. La calidad del material es excelente.",POSITIVO,20,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,11,Piñones frescos,frutas,"Me encanta los piñones frescos, son una excelente opción para un snack ligero y delicioso. La calidad del sabor es excelente.",POSITIVO,21,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,12,Cocina de cerámica,ceramica,"Me gusta la cocina de cerámica, es muy elegante y tiene un buen estilo. La calidad del material es excelente.",POSITIVO,20,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,13,Piscinas,piscinas,"Me encanta las piscinas, son una excelente opción para un lugar relajante y cómodo. La calidad del material es excelente.",POSITIVO,20,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,14,Cocinero de acero inoxidable,cocineros,"Me gusta el cocinero de acero inoxidable, es muy fácil de limpiar y tiene un buen acabado. La calidad del material es excelente.",POSITIVO,23,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,15,Lámpara solar,lápiz,"Me encanta la lámpara solar, es muy segura y tiene un buen brillo. La calidad del material es excelente.",POSITIVO,19,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,16,Sopas de carne,sacos,"Me gusta las sopas de carne, son una excelente opción para un plato ligero y nutritivo. La calidad del sabor es excelente.",POSITIVO,22,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,17,Fideos en hielo,fideos,"Me encanta los fideos en hielo, son una excelente opción para un snack ligero y delicioso. La calidad del sabor es excelente.",POSITIVO,22,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,18,Limonada con limón fresco,limonadas,"Me gusta la limonada con limón fresco, es una excelente opción para un refresco ligero y delicioso. La calidad del sabor es excelente.",POSITIVO,23,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,19,Pintura de pintura,pinturas,"Me encanta las pinturas, son una excelente opción para decorar un espacio. La calidad del material es excelente.",POSITIVO,18,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
20,20,llama3.2:1b,prompt_3_hogar,Hogar,20,Salsas de tomate,salsas,"Me gusta las salsas de tomate, son una excelente opción para acompañar un plato ligero y delicioso. La calidad del sabor es excelente.",POSITIVO,23,results\llama3.2_1b_prompt_3_hogar_20gen.txt,json_completo
50,50,llama3.2:1b,prompt_3_hogar,Hogar,1,Colander de acero inoxidable,Hogar y cocina,Este colador es muy práctico y fácil de limpiar. El acero inoxidable está bien ancho para colocarlo en la estufa.,NEGATIVO,20,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,2,Tazón de cerámica,Hogar y cocina,Este tazón es muy elegante y duradero. La taza está bien firme para no romperse fácilmente.,NEGATIVO,16,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,3,Plato de acero inoxidable,Hogar y cocina,Este plato es muy limpio y fácil de limpiar. El acero inoxidable está bien fundido para ser resistente.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,4,Cuchara de hierro fundido,Hogar y cocina,Este cuchara es muy buena calidad y duradera. La cobertura está bien firme para no romperse fácilmente.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,5,Plato de cerámica,Hogar y cocina,Este plato es muy bonito y duradero. La base está bien plana para no romperse fácilmente.,NEGATIVO,16,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,6,Tazón de vidrio,Hogar y cocina,Este tazón es muy ligero y fácil de transportar. La vidrio está bien refractario para no romperse fácilmente.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,7,Colador de plástico,Hogar y cocina,Este colador es muy práctico y fácil de limpiar. El plástico está bien resistente a los productos químicos.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,8,Tazón de madera,Hogar y cocina,Este tazón es muy elegante y duradero. La madera está bien resistente a los productos químicos.,NEGATIVO,16,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,9,Plato de metal,Hogar y cocina,Este plato es muy bueno calidad y duradero. La cobertura está bien resistente a los productos químicos.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,10,Cuchara de cerámica,Hogar y cocina,Este cuchara es muy buena calidad y duradera. La cobertura está bien plana para no romperse fácilmente.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,11,Plato de acero inoxidable,Hogar y cocina,Este plato es muy limpio y fácil de limpiar. El acero inoxidable está bien fundido para ser resistente.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,12,Cuchara de cerámica,Hogar y cocina,Este cuchara es muy buena calidad y duradera. La cobertura está bien plana para no romperse fácilmente.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,13,Plato de metal,Hogar y cocina,Este plato es muy bueno calidad y duradero. La cobertura está bien resistente a los productos químicos.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,14,Tazón de vidrio,Hogar y cocina,Este tazón es muy ligero y fácil de transportar. La vidrio está bien refractario para no romperse fácilmente.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,15,Plato de acero inoxidable,Hogar y cocina,Este plato es muy limpio y fácil de limpiar. El acero inoxidable está bien fundido para ser resistente.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,16,Cuchara de hierro fundido,Hogar y cocina,Este cuchara es muy buena calidad y duradera. La cobertura está bien firme para no romperse fácilmente.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,17,Plato de metal,Hogar y cocina,Este plato es muy bueno calidad y duradero. La cobertura está bien resistente a los productos químicos.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,18,Tazón de madera,Hogar y cocina,Este tazón es muy elegante y duradero. La madera está bien resistente a los productos químicos.,NEGATIVO,16,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,19,Plato de acero inoxidable,Hogar y cocina,Este plato es muy limpio y fácil de limpiar. El acero inoxidable está bien fundido para ser resistente.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,20,Cuchara de cerámica,Hogar y cocina,Este cuchara es muy buena calidad y duradera. La cobertura está bien plana para no romperse fácilmente.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,21,Plato de metal,Hogar y cocina,Este plato es muy bueno calidad y duradero. La cobertura está bien resistente a los productos químicos.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,22,Tazón de cerámica,Hogar y cocina,Este tazón es muy elegante y duradero. La cobertura está bien firme para no romperse fácilmente.,NEGATIVO,16,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,23,Plato de metal,Hogar y cocina,Este plato es muy bueno calidad y duradero. La cobertura está bien resistente a los productos químicos.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,24,Cuchara de acero inoxidable,Hogar y cocina,Este cuchara es muy limpio y fácil de limpiar. El acero inoxidable está bien fundido para ser resistente.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,25,Plato de cerámica,Hogar y cocina,Este plato es muy bonito y duradero. La base está bien plana para no romperse fácilmente.,NEGATIVO,16,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,26,Tazón de vidrio,Hogar y cocina,Este tazón es muy ligero y fácil de transportar. La vidrio está bien refractario para no romperse fácilmente.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,27,Plato de metal,Hogar y cocina,Este plato es muy bueno calidad y duradero. La cobertura está bien resistente a los productos químicos.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,28,Cuchara de hierro fundido,Hogar y cocina,Este cuchara es muy buena calidad y duradera. La cobertura está bien firme para no romperse fácilmente.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,29,Plato de acero inoxidable,Hogar y cocina,Este plato es muy limpio y fácil de limpiar. El acero inoxidable está bien fundido para ser resistente.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,30,Tazón de cerámica,Hogar y cocina,Este tazón es muy elegante y duradero. La cobertura está bien plana para no romperse fácilmente.,NEGATIVO,16,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,31,Plato de metal,Hogar y cocina,Este plato es muy bueno calidad y duradero. La cobertura está bien resistente a los productos químicos.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,32,Cuchara de cerámica,Hogar y cocina,Este cuchara es muy buena calidad y duradera. La cobertura está bien plana para no romperse fácilmente.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,33,Plato de metal,Hogar y cocina,Este plato es muy bueno calidad y duradero. La cobertura está bien resistente a los productos químicos.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,34,Tazón de madera,Hogar y cocina,Este tazón es muy elegante y duradero. La madera está bien resistente a los productos químicos.,NEGATIVO,16,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,35,Plato de acero inoxidable,Hogar y cocina,Este plato es muy limpio y fácil de limpiar. El acero inoxidable está bien fundido para ser resistente.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,36,Cuchara de hierro fundido,Hogar y cocina,Este cuchara es muy buena calidad y duradera. La cobertura está bien firme para no romperse fácilmente.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,37,Plato de metal,Hogar y cocina,Este plato es muy bueno calidad y duradero. La cobertura está bien resistente a los productos químicos.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,38,Tazón de cerámica,Hogar y cocina,Este tazón es muy bonito y duradero. La base está bien plana para no romperse fácilmente.,NEGATIVO,16,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,39,Plato de metal,Hogar y cocina,Este plato es muy bueno calidad y duradero. La cobertura está bien resistente a los productos químicos.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,40,Cuchara de acero inoxidable,Hogar y cocina,Este cuchara es muy limpio y fácil de limpiar. El acero inoxidable está bien fundido para ser resistente.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,41,Plato de cerámica,Hogar y cocina,Este plato es muy elegante y duradero. La cobertura está bien firme para no romperse fácilmente.,NEGATIVO,16,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,42,Tazón de vidrio,Hogar y cocina,Este tazón es muy ligero y fácil de transportar. La vidrio está bien refractario para no romperse fácilmente.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,43,Plato de metal,Hogar y cocina,Este plato es muy bueno calidad y duradero. La cobertura está bien resistente a los productos químicos.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,44,Cuchara de hierro fundido,Hogar y cocina,Este cuchara es muy buena calidad y duradera. La cobertura está bien firme para no romperse fácilmente.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,45,Plato de acero inoxidable,Hogar y cocina,Este plato es muy limpio y fácil de limpiar. El acero inoxidable está bien fundido para ser resistente.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,46,Tazón de cerámica,Hogar y cocina,Este tazón es muy bonito y duradero. La base está bien plana para no romperse fácilmente.,NEGATIVO,16,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,47,Plato de metal,Hogar y cocina,Este plato es muy bueno calidad y duradero. La cobertura está bien resistente a los productos químicos.,NEGATIVO,17,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,48,Cuchara de acero inoxidable,Hogar y cocina,Este cuchara es muy limpio y fácil de limpiar. El acero inoxidable está bien fundido para ser resistente.,NEGATIVO,18,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
50,50,llama3.2:1b,prompt_3_hogar,Hogar,49,Plato de cerámica,Hogar y cocina,Este plato es muy elegante y duradero. La cobertura está bien firme para no romperse fácilmente.,NEGATIVO,16,results\llama3.2_1b_prompt_3_hogar_50gen.txt,json_reparado_por_objetos
10,10,mistral:latest,prompt_1_electronicos,Electrónicos,1,Fonosurround X6,audio,"Sistema de sonido inalámbrico de alta calidad, facil de instalar y con excelente calidad de sonido.",POSITIVO,16,results\mistral_latest_prompt_1_electronicos_10gen.txt,json_completo
10,10,mistral:latest,prompt_1_electronicos,Electrónicos,2,Smartwatch Samsung Galaxy,electrodomésticos,Dispositivo de moda y funcionalidad. Tiene una interfaz fácil de usar y se siente cómodo en el brazo.,POSITIVO,18,results\mistral_latest_prompt_1_electronicos_10gen.txt,json_completo
10,10,mistral:latest,prompt_1_electronicos,Electrónicos,3,Drone DJI Mavic,electrónica,Excelente dron de gran calidad con una cámara de alta definición y facilidad de uso.,POSITIVO,15,results\mistral_latest_prompt_1_electronicos_10gen.txt,json_completo
10,10,mistral:latest,prompt_1_electronicos,Electrónicos,4,Portátil Lenovo,informática,Computadora portátil rápida y de diseño moderno. Pantalla brillante y teclado cómodo.,POSITIVO,12,results\mistral_latest_prompt_1_electronicos_10gen.txt,json_completo
10,10,mistral:latest,prompt_1_electronicos,Electrónicos,5,Lavadora LG,electrodomésticos,Lavadora de gran capacidad y de lavado potente. Se siente solido y es fácil de utilizar.,POSITIVO,16,results\mistral_latest_prompt_1_electronicos_10gen.txt,json_completo
10,10,mistral:latest,prompt_1_electronicos,Electrónicos,6,Celular iPhone 12,teléfonos móviles,Dispositivo de última generación con una cámara de alta calidad y diseño elegante.,POSITIVO,13,results\mistral_latest_prompt_1_electronicos_10gen.txt,json_completo
10,10,mistral:latest,prompt_1_electronicos,Electrónicos,7,Auriculares Bose,audio,Auriculares de alta calidad y confortables. Son ideal para escuchar música en cualquier lugar.,POSITIVO,14,results\mistral_latest_prompt_1_electronicos_10gen.txt,json_completo
10,10,mistral:latest,prompt_1_electronicos,Electrónicos,8,Impresora HP,impresoras,Impresora rápida y de alta calidad. Imprime documentos con gran precisión.,POSITIVO,11,results\mistral_latest_prompt_1_electronicos_10gen.txt,json_completo
10,10,mistral:latest,prompt_1_electronicos,Electrónicos,9,Camara GoPro,electrónica,Cámara resistente y de alta calidad. Ideal para grabar videos en cualquier lugar.,POSITIVO,13,results\mistral_latest_prompt_1_electronicos_10gen.txt,json_completo
10,10,mistral:latest,prompt_1_electronicos,Electrónicos,10,Vacuum Dyson,electrodomésticos,Aspiradora potente y de diseño moderno. Limpia pisos en pocos minutos.,POSITIVO,11,results\mistral_latest_prompt_1_electronicos_10gen.txt,json_completo
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,1,Telefono Samsung Galaxy S21,Teléfonos móviles,"Excelente calidad, rápido procesador y cámara increíble.",POSITIVO,7,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,2,Portátil Lenovo IdeaPad Flex 5,Equipos de computo portátiles,"Pantalla tactil y procesador potente, perfecto para trabajar en el exterior.",POSITIVO,11,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,3,Auriculares JBL Tune 500BT,Auriculares inalámbricos,"Conexión sin problemas, sonido excelente y durabilidad.",POSITIVO,7,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,4,Lavadora LG FHM796DMS,Lavadoras y secadoras,Rapido lavado y funciona muy bien.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,5,Forno Samsung RF28H7130SS,Electrodomésticos de cocina,Cocina rápido y con buen resultado.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,6,Microondas Panasonic NN-CD58WSSQ,Electrodomésticos de cocina,Cocina rápido y con calidad.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,7,Aspiradora cordless Dyson V10,Aspiradoras,Poderosa y fácil de manejar.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,8,Cámara Nikon D3500,Fotocámaras reflex,Excelente calidad de imagen y fácil de manejar.,POSITIVO,8,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,9,Maquina de escribir Samsung SLE50W7AWEP,Impresoras,Rápido y impresiones de alta calidad.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,10,Auriculares JBL Reflect Mini 2,Auriculares inalámbricos,Conexión rápida y sonido excelente.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,11,Fotoeléctrica Philips Hue Play HDMI Sync Box,Fotoeléctricas,Sincronización perfecta con la pantalla del TV.,POSITIVO,7,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,12,Tablet Samsung Galaxy Tab A7,Tablets,Pantalla grande y rápido procesador.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,13,Proyector LG Minibeam PH550U,Proyectores portátiles,Pantalla grande y buenos sonidos.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,14,Fotoeléctrica Philips Hue White & Color Ambiance A61,Fotoeléctricas,Cambio de color y intensidad perfecto.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,15,Auriculares Bose QuietComfort Earbuds II,Auriculares inalámbricos,Conexión rápida y sonido de alta calidad.,POSITIVO,7,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,16,Fotocámara Sony RX100 VII,Fotocámaras reflex,Calidad de imagen increíble y fácil de manejar.,POSITIVO,8,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,17,Impresora Canon Pixma TR4520,Impresoras,Rápida impresión y calidad de impresión.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,18,Telefono iPhone 12 Pro Max,Teléfonos móviles,Calidad de imagen increíble y rápido procesador.,POSITIVO,7,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
